"CODIGO_USUARIO";"CODIGO_MTT";"CODIGO_RUTA";"SERVICIO_DECO";"TIPO_SERVICIO";"CLI_DSC"
"314c";"304c";T304 C1 00I;"304 C1";DECO;U3 - Vule
"315e";"315e";T315 E0 00I;"315 E0";DECO;U3 - Vule
"315e";"315e";T315 E0 00R;"315 E0";DECO;U3 - Vule
"320";"1420";T1420 00R;"1420";DECO;U14 - VOY Santiago US14
"320";"1420";T1420 00I;"1420";DECO;U14 - VOY Santiago US14
"320c";"1420c";T1420 C0 00I;"1420 C0";DECO;U14 - VOY Santiago US14
"320c";"1420c";T1420 C0 00R;"1420 C0";DECO;U14 - VOY Santiago US14
"321";"1821";T1821 00R;"1821";DECO;U18 - Conecta US18
"321";"1821";T1821 00I;"1821";DECO;U18 - Conecta US18
"322";"1622";T1622 00I;"1622";DECO;U16 - Gran Americas US16
"322";"1622";T1622 00R;"1622";DECO;U16 - Gran Americas US16
"323";"1623";T1623 00R;"1623";DECO;U16 - Gran Americas US16
"323";"1623";T1623 00I;"1623";DECO;U16 - Gran Americas US16
"325";"1625";T1625 00R;"1625";DECO;U16 - Gran Americas US16
"325";"1625";T1625 00I;"1625";DECO;U16 - Gran Americas US16
"329";"329";T329 00I;"329";NO DECO;U3 - Vule
"329";"329";T329 00R;"329";NO DECO;U3 - Vule
"345";"1845";T1845 00R;"1845";DECO;U18 - Conecta US18
"345";"1845";T1845 00I;"1845";DECO;U18 - Conecta US18
"346n";"1846n";T1846 E3 00R;"1846 E3";DECO;U18 - Conecta US18
"346n";"1846n";T1846 E3 00I;"1846 E3";DECO;U18 - Conecta US18
"348";"348";T348 00I;"348";NO DECO;U3 - Vule
"348";"348";T348 00R;"348";NO DECO;U3 - Vule
"385";"385";T385 00I;"385";NO DECO;U3 - Vule
"385";"385";T385 20R;"385";NO DECO;U3 - Vule
"385";"385";T385 00R;"385";NO DECO;U3 - Vule
"385";"385";T385 20I;"385";NO DECO;U3 - Vule
"401";"1411";T1411 00R;"1411";DECO;U14 - VOY Santiago US14
"401";"1411";T1411 00I;"1411";DECO;U14 - VOY Santiago US14
"401c";"1301c";T1301 C0 00I;"1301 C0";DECO;U13 - RBU US6
"401c";"1301c";T1301 C0 00R;"1301 C0";DECO;U13 - RBU US6
"402";"1302";T1302 00I;"1302";DECO;U13 - RBU US6
"403";"1303";T1303 00I;"1303";DECO;U13 - RBU US6
"403";"1303";T1303 00R;"1303";DECO;U13 - RBU US6
"404";"1304";T1304 00I;"1304";DECO;U13 - RBU US6
"404c";"1304c";T1304 C0 00R;"1304c";DECO;U13 - RBU US6
"404c";"1304c";T1304 C0 00I;"1304c";DECO;U13 - RBU US6
"405";"1415";T1415 00R;"1415";DECO;U14 - VOY Santiago US14
"405";"1415";T1415 00I;"1415";DECO;U14 - VOY Santiago US14
"405c";"1235c";T1235 C0 00R;"1235 C0";DECO;U12 - STU US5
"406";"556";T556 00R;"556";DECO;U5 - Metropolitana
"406";"556";T556 00I;"556";DECO;U5 - Metropolitana
"406c";"1236c";T1236 C0 00I;"1236 C0";DECO;U12 - STU US5
"407";"557";T557 00I;"557";DECO;U5 - Metropolitana
"407";"557";T557 00R;"557";DECO;U5 - Metropolitana
"408";"1508";T1508 00R;"1508";DECO;U15 - VOY Santiago US15
"408";"1508";T1508 00I;"1508";DECO;U15 - VOY Santiago US15
"408e";"548e";T548 E0 00I;"548e";DECO;U5 - Metropolitana
"408e";"548e";T548 E0 00R;"548e";DECO;U5 - Metropolitana
"409";"1229";T1229 00R;"1229";DECO;U12 - STU US5
"409";"1229";T1229 00I;"1229";DECO;U12 - STU US5
"410";"841";T841 00R;"841";DECO;U8 - Alfa US1
"410";"841";T841 00I;"841";DECO;U8 - Alfa US1
"410e";"841e";T841 E0 00I;"841e";DECO;U8 - Alfa US1
"411";"1231";T1231 00I;"1231";DECO;U12 - STU US5
"411";"1231";T1231 00R;"1231";DECO;U12 - STU US5
"412";"1312";T1312 00R;"1312";DECO;U13 - RBU US6
"412";"1312";T1312 00I;"1312";DECO;U13 - RBU US6
"414e";"1314e";T1314 E0 00R;"1314e";DECO;U13 - RBU US6
"414e";"1314e";T1314 E0 00I;"1314e";DECO;U13 - RBU US6
"415e";"1315e";T1315 E0 00I;"1315e";DECO;U13 - RBU US6
"415e";"1315e";T1315 E0 00R;"1315e";DECO;U13 - RBU US6
"417e";"1417e";T1417 E0 00I;"1417 E0";DECO;U14 - VOY Santiago US14
"417e";"1417e";T1417 E0 00R;"1417 E0";DECO;U14 - VOY Santiago US14
"418";"1318";T1318 00I;"1318";DECO;U13 - RBU US6
"418";"1318";T1318 00R;"1318";DECO;U13 - RBU US6
"419";"1419";T1419 00R;"1419";DECO;U14 - VOY Santiago US14
"419";"1419";T1419 00I;"1419";DECO;U14 - VOY Santiago US14
"420";"1232";T1232 00I;"1232";DECO;U12 - STU US5
"421";"1421";T1421 00R;"1421";DECO;U14 - VOY Santiago US14
"421";"1421";T1421 00I;"1421";DECO;U14 - VOY Santiago US14
"421";"1321y";T1321 C2 00I;"1321 C2";DECO;U13 - RBU US6
"421c";"1011c";T1011 C0 00I;"1011 C0";DECO;U10 - STU US3
"422";"572";T572 00R;"572";DECO;U5 - Metropolitana
"422";"572";T572 00I;"572";DECO;U5 - Metropolitana
"422c";"1322c";T1322 C0 00R;"1322c";DECO;U13 - RBU US6
"422c";"1322c";T1322 C0 00I;"1322c";DECO;U13 - RBU US6
"423";"1423";T1423 00I;"1423";DECO;U14 - VOY Santiago US14
"423";"1423";T1423 00R;"1423";DECO;U14 - VOY Santiago US14
"424";"543";T543 00R;"543";DECO;U5 - Metropolitana
"424";"543";T543 00I;"543";DECO;U5 - Metropolitana
"425";"1325";T1325 00R;"1325";DECO;U13 - RBU US6
"425";"1325";T1325 00I;"1325";DECO;U13 - RBU US6
"426";"576";T576 00R;"576";DECO;U5 - Metropolitana
"426";"576";T576 03R;"576";DECO;U5 - Metropolitana
"426";"576";T576 00I;"576";DECO;U5 - Metropolitana
"428";"1328";T1328 00I;"1328";DECO;U13 - RBU US6
"428";"1328";T1328 00R;"1328";DECO;U13 - RBU US6
"428e";"1328e";T1328 E0 00I;"1328e";DECO;U13 - RBU US6
"428e";"1328e";T1328 E0 00R;"1328e";DECO;U13 - RBU US6
"429";"1329";T1329 00R;"1329";DECO;U13 - RBU US6
"429";"1329";T1329 00I;"1329";DECO;U13 - RBU US6
"429c";"1329c";T1329 C0 00R;"1329c";DECO;U13 - RBU US6
"429c";"1329c";T1329 C0 00I;"1329c";DECO;U13 - RBU US6
"430";"1330";T1330 00R;"1330";DECO;U13 - RBU US6
"430";"1330y";T1330 C2 00I;"1330 C2";DECO;U13 - RBU US6
"430";"1330";T1330 00I;"1330";DECO;U13 - RBU US6
"431c";"1431c";T1431 C0 00I;"1431 C0";DECO;U14 - VOY Santiago US14
"431c";"1431c";T1431 C0 00R;"1431 C0";DECO;U14 - VOY Santiago US14
"432n";"1432n";T1432 E3 00R;"1432 E3";DECO;U14 - VOY Santiago US14
"432n";"1432n";T1432 E3 00I;"1432 E3";DECO;U14 - VOY Santiago US14
"435";"1335";T1335 00R;"1335";DECO;U13 - RBU US6
"435";"1335";T1335 00I;"1335";DECO;U13 - RBU US6
"444";"1344";T1344 00R;"1344";DECO;U13 - RBU US6
"444";"1344";T1344 00I;"1344";DECO;U13 - RBU US6
"445c";"1245c";T1245 C0 00R;"1245 C0";DECO;U12 - STU US5
"445c";"1245c";T1245 C0 00I;"1245 C0";DECO;U12 - STU US5
"481";"1451";T1451 20I;"1451";DECO;U14 - VOY Santiago US14
"481";"1451";T1451 20R;"1451";DECO;U14 - VOY Santiago US14
"481";"1451";T1451 00I;"1451";DECO;U14 - VOY Santiago US14
"481";"1451";T1451 00R;"1451";DECO;U14 - VOY Santiago US14
"486";"1336";T1336 00I;"1336";DECO;U13 - RBU US6
"501";"501";T501 00R;"501";NO DECO;U5 - Metropolitana
"501";"501";T501 00I;"501";NO DECO;U5 - Metropolitana
"502";"502";T502 00R;"502";NO DECO;U5 - Metropolitana
"502";"502";T502 00I;"502";NO DECO;U5 - Metropolitana
"502c";"502c";T502 C0 00R;"502 C0";DECO;U5 - Metropolitana
"502c";"502c";T502 C0 00I;"502 C0";DECO;U5 - Metropolitana
"503";"1603";T1603 00I;"1603";DECO;U16 - Gran Americas US16
"503";"1603";T1603 00R;"1603";DECO;U16 - Gran Americas US16
"504";"504";T504 00I;"504";NO DECO;U5 - Metropolitana
"504";"504";T504 00R;"504";NO DECO;U5 - Metropolitana
"505";"1505";T1505 00R;"1505";DECO;U15 - VOY Santiago US15
"505";"1505";T1505 00I;"1505";DECO;U15 - VOY Santiago US15
"505c";"1505c";T1505 C0 00I;"1505 C0";DECO;U15 - VOY Santiago US15
"506";"506";T506 20R;"506";NO DECO;U5 - Metropolitana
"506";"506";T506 20I;"506";NO DECO;U5 - Metropolitana
"506";"506";T506 00I;"506";NO DECO;U5 - Metropolitana
"506";"506";T506 00R;"506";NO DECO;U5 - Metropolitana
"506e";"1506e";T1506 E0 00I;"1506 E0";DECO;U15 - VOY Santiago US15
"506e";"1506e";T1506 E0 20I;"1506 E0";DECO;U15 - VOY Santiago US15
"506e";"1506e";T1506 E0 00R;"1506 E0";DECO;U15 - VOY Santiago US15
"506e";"1506e";T1506 E0 20R;"1506 E0";DECO;U15 - VOY Santiago US15
"506v";"506v";T506 E1 00I;"506e1";DECO;U5 - Metropolitana
"506v";"506v";T506 E1 00R;"506e1";DECO;U5 - Metropolitana
"506v";"506v";T506 E1 20I;"506e1";DECO;U5 - Metropolitana
"506v";"506v";T506 E1 20R;"506e1";DECO;U5 - Metropolitana
"506x";"506x";T593 00I;"593";DECO;U5 - Metropolitana
"506x2";"506x2";T594 00R;"594";DECO;U5 - Metropolitana
"506y";"591";T591 00I;"591";DECO;U5 - Metropolitana
"506y2";"590";T590 00R;"590";DECO;U5 - Metropolitana
"507";"507";T507 00I;"507";NO DECO;U5 - Metropolitana
"507";"507";T507 00R;"507";NO DECO;U5 - Metropolitana
"507c";"507c";T507 C0 00R;"507 C0";DECO;U5 - Metropolitana
"507c";"507c";T507 C0 00I;"507 C0";DECO;U5 - Metropolitana
"507x";"507x";T595 00R;"595";DECO;U5 - Metropolitana
"508";"508";T508 00I;"508";NO DECO;U5 - Metropolitana
"508";"508";T508 00R;"508";NO DECO;U5 - Metropolitana
"509";"1509";T1509 00R;"1509";DECO;U15 - VOY Santiago US15
"509";"1509";T1509 00I;"1509";DECO;U15 - VOY Santiago US15
"510";"510";T510 00R;"510";NO DECO;U5 - Metropolitana
"510";"510";T510 00I;"510";NO DECO;U5 - Metropolitana
"511";"511";T511 00R;"511";NO DECO;U5 - Metropolitana
"511";"511";T511 00I;"511";NO DECO;U5 - Metropolitana
"513";"1513";T1513 00R;"1513";DECO;U15 - VOY Santiago US15
"513";"1513";T1513 00I;"1513";DECO;U15 - VOY Santiago US15
"514";"514";T514 00R;"514";NO DECO;U5 - Metropolitana
"514";"514";T514 00I;"514";NO DECO;U5 - Metropolitana
"514c";"514c";T514 C0 00I;"514c";NO DECO;U5 - Metropolitana
"514c";"514c";T514 C0 00R;"514c";NO DECO;U5 - Metropolitana
"516";"516";T516 00I;"516";NO DECO;U5 - Metropolitana
"516";"516";T516 00R;"516";NO DECO;U5 - Metropolitana
"516y";"592";T592 00R;"592";DECO;U5 - Metropolitana
"517";"1517";T1517 00R;"1517";DECO;U15 - VOY Santiago US15
"517";"1517";T1517 00I;"1517";DECO;U15 - VOY Santiago US15
"518";"518";T518 00I;"518";NO DECO;U5 - Metropolitana
"518";"518";T518 00R;"518";NO DECO;U5 - Metropolitana
"519";"519";T519 00R;"519";NO DECO;U5 - Metropolitana
"519";"519";T519 00I;"519";NO DECO;U5 - Metropolitana
"541N";"541N";T541 C3 00I;"541c3";DECO;U5 - Metropolitana
"541N";"541N";T541 C3 00R;"541c3";DECO;U5 - Metropolitana
"542";"542";T542 00R;"542";NO DECO;U5 - Metropolitana
"542";"542";T542 00I;"542";NO DECO;U5 - Metropolitana
"546e";"546e";T546 E0 00R;"546e";NO DECO;U5 - Metropolitana
"546e";"546e";T546 E0 00I;"546e";NO DECO;U5 - Metropolitana
"555";"555";T555 00R;"555";NO DECO;U5 - Metropolitana
"555";"555";T555 00I;"555";NO DECO;U5 - Metropolitana
"712";"967";T967 01R;"967";DECO;U9 - Omega US2
"712";"967";T967 00I;"967";DECO;U9 - Omega US2
"712";"967";T967 00R;"967";DECO;U9 - Omega US2
"722";"822";T822 00I;"822";DECO;U8 - Alfa US1
"722";"822";T822 00R;"822";DECO;U8 - Alfa US1
